f_kpi_id;d_kpi_id;d_target_id;d_level0_id;d_level1_id;d_level2_id;d_level3_id;d_level4_id;Numerator;Denominator;d_date_id
1472;1;1;1;1;2;3;1;2495744;2885311;20190805
1473;1;1;1;1;2;3;1;2408380;2092581;20190905
1474;1;1;1;1;2;3;1;2204661;2365509;20191005
1475;1;1;1;1;2;3;1;2618953;2226444;20191105
1476;1;1;1;1;2;3;1;2367378;2174207;20191205
1477;1;1;1;1;3;5;1;2545665;2292614;20190105
1478;1;1;1;1;3;5;1;2763233;2444180;20190205
1479;1;1;1;1;3;5;1;2249858;2294847;20190305
1480;1;1;1;1;3;5;1;2485652;2058970;20190405
1481;1;1;1;1;3;5;1;2119963;2730720;20190505
1482;1;1;1;1;3;5;1;2160682;2685212;20190605
1483;1;1;1;1;3;5;1;2263220;2136922;20190705
1484;1;1;1;1;3;5;1;2084718;2845891;20190805
1485;1;1;1;1;3;5;1;2134531;2125005;20190905
1486;1;1;1;1;3;5;1;2255866;2556740;20191005
1487;1;1;1;1;3;5;1;2531849;2661802;20191105
1488;1;1;1;1;3;5;1;2933545;2258812;20191205
1489;1;1;1;1;4;4;1;2764771;2568982;20190105
1490;1;1;1;1;4;4;1;2542715;2770142;20190205
1491;1;1;1;1;4;4;1;2109603;2695668;20190305
1492;1;1;1;1;4;4;1;2173255;2428491;20190405
1493;1;1;1;1;4;4;1;2495755;2580848;20190505
1494;1;1;1;1;4;4;1;2561767;2174577;20190605
1495;1;1;1;1;4;4;1;2809631;2866919;20190705
1496;1;1;1;1;4;4;1;2165343;2859001;20190805
1497;1;1;1;1;4;4;1;2909734;2199358;20190905
1498;1;1;1;1;4;4;1;2175288;2301265;20191005
1499;1;1;1;1;4;4;1;2475060;2526459;20191105
1500;1;1;1;1;4;4;1;2262223;2371496;20191205
1501;2;1;1;1;1;1;1;2060101;2339951;20190105
1502;2;1;1;1;1;1;1;2278359;2170528;20190205
1503;2;1;1;1;1;1;1;2867011;2864585;20190305
1504;2;1;1;1;1;1;1;2409433;2597915;20190405
1505;2;1;1;1;1;1;1;2507108;2297713;20190505
1506;2;1;1;1;1;1;1;2639819;2362287;20190605
1507;2;1;1;1;1;1;1;2340700;2302499;20190705
1508;2;1;1;1;1;1;1;2264932;2732180;20190805
1509;2;1;1;1;1;1;1;2278763;2421617;20190905
1510;2;1;1;1;1;1;1;2414329;2497817;20191005
1511;2;1;1;1;1;1;1;2042001;2767503;20191105
1512;2;1;1;1;1;1;1;2379192;2278864;20191205
1513;2;1;1;1;1;2;1;2040855;2821284;20190105
1514;2;1;1;1;1;2;1;2793195;2486041;20190205
1515;2;1;1;1;1;2;1;2329615;2134620;20190305
1516;2;1;1;1;1;2;1;2638547;2168533;20190405
1517;2;1;1;1;1;2;1;2725195;2464572;20190505
1518;2;1;1;1;1;2;1;2717112;2566506;20190605
1519;2;1;1;1;1;2;1;2212154;2125566;20190705
1520;2;1;1;1;1;2;1;2152161;2217300;20190805
1521;2;1;1;1;1;2;1;2655006;2409800;20190905
1522;2;1;1;1;1;2;1;2923969;2100473;20191005
1523;2;1;1;1;1;2;1;2050063;2527481;20191105
1524;2;1;1;1;1;2;1;2350932;2510673;20191205
1525;2;1;1;1;2;3;1;2218329;2323761;20190105
1526;2;1;1;1;2;3;1;2118466;2464281;20190205
1527;2;1;1;1;2;3;1;2166538;2933798;20190305
1528;2;1;1;1;2;3;1;2938584;2303553;20190405
1529;2;1;1;1;2;3;1;2263543;2895882;20190505
1530;2;1;1;1;2;3;1;2692704;2808604;20190605
1531;2;1;1;1;2;3;1;2395462;2643845;20190705
1532;2;1;1;1;2;3;1;2268171;2093858;20190805
1533;2;1;1;1;2;3;1;2101582;2075851;20190905
1534;2;1;1;1;2;3;1;2322405;2765219;20191005
1535;2;1;1;1;2;3;1;2721358;2269822;20191105
1536;2;1;1;1;2;3;1;2925567;2732087;20191205
1537;2;1;1;1;1;5;1;2843636;2651882;20190105
1538;2;1;1;1;1;5;1;2353143;2227852;20190205
1539;2;1;1;1;1;5;1;2648857;2870708;20190305
1540;2;1;1;1;1;5;1;2686384;2553171;20190405
1541;2;1;1;1;1;5;1;2529066;2469642;20190505
1542;2;1;1;1;1;5;1;2851700;2359274;20190605
1543;2;1;1;1;1;5;1;2097188;2564479;20190705
1544;2;1;1;1;1;5;1;2557020;2624845;20190805
1545;2;1;1;1;1;5;1;2046224;2548115;20190905
1546;2;1;1;1;1;5;1;2766315;2064547;20191005
1547;2;1;1;1;1;5;1;2665204;2540514;20191105
1548;2;1;1;1;1;5;1;2161823;2208926;20191205
1549;2;1;1;1;3;4;1;2289312;2680017;20190105
1550;2;1;1;1;3;4;1;2155874;2252532;20190205
1551;2;1;1;1;3;4;1;2563255;2846326;20190305
1552;2;1;1;1;3;4;1;2638297;2474091;20190405
1553;2;1;1;1;3;4;1;2700823;2221594;20190505
1554;2;1;1;1;3;4;1;2103887;2200203;20190605
1555;2;1;1;1;3;4;1;2297831;2592644;20190705
1556;2;1;1;1;3;4;1;2696711;2937268;20190805
1557;2;1;1;1;3;4;1;2534321;2169120;20190905
1558;2;1;1;1;3;4;1;2596460;2562530;20191005
1559;2;1;1;1;3;4;1;2895630;2778187;20191105
1560;2;1;1;1;3;4;1;2812151;2068465;20191205
1561;3;1;1;1;1;1;1;2695432;2190148;20190105
1562;3;1;1;1;1;1;1;2714167;2497862;20190205
1563;3;1;1;1;1;1;1;2630282;2482806;20190305
1564;3;1;1;1;1;1;1;2759881;2096493;20190405
1565;3;1;1;1;1;1;1;2232638;2260829;20190505
1566;3;1;1;1;1;1;1;2250397;2728458;20190605
1567;3;1;1;1;1;1;1;2385777;2772687;20190705
1568;3;1;1;1;1;1;1;2437858;2789975;20190805
1569;3;1;1;1;1;1;1;2227999;2491581;20190905
1570;3;1;1;1;1;1;1;2426676;2870496;20191005
1571;3;1;1;1;1;1;1;2200026;2708906;20191105
1572;3;1;1;1;1;1;1;2817127;2858115;20191205
1573;3;1;1;1;1;2;1;2889281;2756415;20190105
1574;3;1;1;1;1;2;1;2413755;2759096;20190205
1575;3;1;1;1;1;2;1;2704273;2198341;20190305
1576;3;1;1;1;1;2;1;2756489;2331559;20190405
1577;3;1;1;1;1;2;1;2688080;2044315;20190505
1578;3;1;1;1;1;2;1;2400815;2434511;20190605
1579;3;1;1;1;1;2;1;2580877;2121401;20190705
1580;3;1;1;1;1;2;1;2337805;2467139;20190805
1581;3;1;1;1;1;2;1;2462431;2270644;20190905
1582;3;1;1;1;1;2;1;2219067;2400558;20191005
1583;3;1;1;1;1;2;1;2327035;2730531;20191105
1584;3;1;1;1;1;2;1;2616279;2195657;20191205
1585;3;1;1;1;2;3;1;2715649;2778339;20190105
1586;3;1;1;1;2;3;1;2461520;2538945;20190205
1587;3;1;1;1;2;3;1;2231856;2720804;20190305
1588;3;1;1;1;2;3;1;2728820;2077768;20190405
1589;3;1;1;1;2;3;1;2302507;2370261;20190505
1590;3;1;1;1;2;3;1;2180278;2555673;20190605
1591;3;1;1;1;2;3;1;2175669;2192075;20190705
1592;3;1;1;1;2;3;1;2058439;2081448;20190805
1593;3;1;1;1;2;3;1;2299984;2442683;20190905
1594;3;1;1;1;2;3;1;2186350;2288539;20191005
1595;3;1;1;1;2;3;1;2321421;2078246;20191105
1596;3;1;1;1;2;3;1;2181495;2481237;20191205
1597;3;1;1;1;1;5;1;2292485;2795282;20190105
1598;3;1;1;1;1;5;1;2837874;2230376;20190205
1599;3;1;1;1;1;5;1;2578634;2284611;20190305
1600;3;1;1;1;1;5;1;2322137;2624906;20190405
1601;3;1;1;1;1;5;1;2248091;2904228;20190505
1602;3;1;1;1;1;5;1;2135957;2488752;20190605
1603;3;1;1;1;1;5;1;2531774;2692889;20190705
1604;3;1;1;1;1;5;1;2775884;2227808;20190805
1605;3;1;1;1;1;5;1;2508250;2700217;20190905
1606;3;1;1;1;1;5;1;2371120;2562749;20191005
1607;3;1;1;1;1;5;1;2643587;2294625;20191105
1608;3;1;1;1;1;5;1;2605364;2805763;20191205
1609;3;1;1;1;3;4;1;2724194;2339251;20190105
1610;3;1;1;1;3;4;1;2213599;2568629;20190205
1611;3;1;1;1;3;4;1;2206430;2166251;20190305
1612;3;1;1;1;3;4;1;2399850;2374533;20190405
1613;3;1;1;1;3;4;1;2432618;2642172;20190505
1614;3;1;1;1;3;4;1;2643544;2788824;20190605
1615;3;1;1;1;3;4;1;2731288;2566927;20190705
1616;3;1;1;1;3;4;1;2695451;2936608;20190805
1617;3;1;1;1;3;4;1;2057976;2910455;20190905
1618;3;1;1;1;3;4;1;2869689;2400293;20191005
1619;3;1;1;1;3;4;1;2601448;2469234;20191105
1620;3;1;1;1;3;4;1;2258788;2587558;20191205
1621;4;1;1;1;1;1;1;2443703;2205717;20190105
1622;4;1;1;1;1;1;1;2194379;2586905;20190205
1623;4;1;1;1;1;1;1;2523302;2241598;20190305
1624;4;1;1;1;1;1;1;2084043;2279990;20190405
1625;4;1;1;1;1;1;1;2921200;2619509;20190505
1626;4;1;1;1;1;1;1;2426691;2863246;20190605
1627;4;1;1;1;1;1;1;2825959;2254322;20190705
1628;4;1;1;1;1;1;1;2340198;2044811;20190805
1629;4;1;1;1;1;1;1;2702944;2129253;20190905
1630;4;1;1;1;1;1;1;2202072;2074414;20191005
1631;4;1;1;1;1;1;1;2525236;2389301;20191105
1632;4;1;1;1;1;1;1;2647219;2421201;20191205
1633;4;1;1;1;1;2;1;2495640;2200458;20190105
1634;4;1;1;1;1;2;1;2288524;2248792;20190205
1635;4;1;1;1;1;2;1;2048032;2359605;20190305
1636;4;1;1;1;1;2;1;2523112;2573312;20190405
1637;4;1;1;1;1;2;1;2832626;2147035;20190505
1638;4;1;1;1;1;2;1;2702626;2469819;20190605
1639;4;1;1;1;1;2;1;2434013;2109915;20190705
1640;4;1;1;1;1;2;1;2616404;2409347;20190805
1641;4;1;1;1;1;2;1;2785747;2414306;20190905
1642;4;1;1;1;1;2;1;2833571;2829207;20191005
1643;4;1;1;1;1;2;1;2891852;2196861;20191105
1644;4;1;1;1;1;2;1;2709134;2349755;20191205
1645;4;1;1;1;2;3;1;2747147;2572862;20190105
1646;4;1;1;1;2;3;1;2684684;2137958;20190205
1647;4;1;1;1;2;3;1;2546901;2797237;20190305
1648;4;1;1;1;2;3;1;2781511;2457122;20190405
1649;4;1;1;1;2;3;1;2223777;2581903;20190505
1650;4;1;1;1;2;3;1;2709669;2512713;20190605
1651;4;1;1;1;2;3;1;2508704;2634594;20190705
1652;4;1;1;1;2;3;1;2345613;2189322;20190805
1653;4;1;1;1;2;3;1;2239230;2669828;20190905
1654;4;1;1;1;2;3;1;2891892;2373551;20191005
1655;4;1;1;1;2;3;1;2659777;2373368;20191105
1656;4;1;1;1;2;3;1;2502775;2664394;20191205
1657;4;1;1;1;1;5;1;2265182;2466651;20190105
1658;4;1;1;1;1;5;1;2689896;2286987;20190205
1659;4;1;1;1;1;5;1;2666076;2194265;20190305
1660;4;1;1;1;1;5;1;2335563;2699429;20190405
1661;4;1;1;1;1;5;1;2458670;2487437;20190505
1662;4;1;1;1;1;5;1;2691858;2630829;20190605
1663;4;1;1;1;1;5;1;2710182;2335897;20190705
1664;4;1;1;1;1;5;1;2241034;2292184;20190805
1665;4;1;1;1;1;5;1;2043938;2686297;20190905
1666;4;1;1;1;1;5;1;2486407;2604331;20191005
1667;4;1;1;1;1;5;1;2193931;2724885;20191105
1668;4;1;1;1;1;5;1;2420307;2331871;20191205
1669;4;1;1;1;3;4;1;2875806;2844176;20190105
1670;4;1;1;1;3;4;1;2299088;2532715;20190205
1671;4;1;1;1;3;4;1;2745016;2248142;20190305
1672;4;1;1;1;3;4;1;2611770;2599361;20190405
1673;4;1;1;1;3;4;1;2902930;2728127;20190505
1674;4;1;1;1;3;4;1;2537579;2493521;20190605
1675;4;1;1;1;3;4;1;2836660;2428317;20190705
1676;4;1;1;1;3;4;1;2702287;2207229;20190805
1677;4;1;1;1;3;4;1;2722873;2394461;20190905
1678;4;1;1;1;3;4;1;2434474;2501669;20191005
1679;4;1;1;1;3;4;1;2077711;2169980;20191105
1680;4;1;1;1;3;4;1;2689263;2340959;20191205
1681;5;1;1;1;1;1;1;2342874;2296767;20190105
1682;5;1;1;1;1;1;1;2667623;2638883;20190205
1683;5;1;1;1;1;1;1;2229984;2752574;20190305
1684;5;1;1;1;1;1;1;2741412;2697101;20190405
1685;5;1;1;1;1;1;1;2926621;2756516;20190505
1686;5;1;1;1;1;1;1;2843463;2050399;20190605
1687;5;1;1;1;1;1;1;2370632;2846784;20190705
1688;5;1;1;1;1;1;1;2618502;2715837;20190805
1689;5;1;1;1;1;1;1;2187893;2734577;20190905
1690;5;1;1;1;1;1;1;2137120;2167933;20191005
1691;5;1;1;1;1;1;1;2376674;2087081;20191105
1692;5;1;1;1;1;1;1;2675679;2690958;20191205
1693;5;1;1;1;1;2;1;2523448;2194173;20190105
1694;5;1;1;1;1;2;1;2745156;2648428;20190205
1695;5;1;1;1;1;2;1;2527541;2286252;20190305
1696;5;1;1;1;1;2;1;2476243;2374316;20190405
1697;5;1;1;1;1;2;1;2888798;2456624;20190505
1698;5;1;1;1;1;2;1;2935968;2527886;20190605
1699;5;1;1;1;1;2;1;2895465;2103805;20190705
1700;5;1;1;1;1;2;1;2118134;2290218;20190805
1701;5;1;1;1;1;2;1;2769796;2715281;20190905
1702;5;1;1;1;1;2;1;2111804;2811005;20191005
1703;5;1;1;1;1;2;1;2250467;2181725;20191105
1704;5;1;1;1;1;2;1;2326428;2366046;20191205
1705;5;1;1;1;2;3;1;2657690;2458675;20190105
1706;5;1;1;1;2;3;1;2478488;2239266;20190205
1707;5;1;1;1;2;3;1;2488607;2324068;20190305
1708;5;1;1;1;2;3;1;2551665;2187323;20190405
1709;5;1;1;1;2;3;1;2098531;2323551;20190505
1710;5;1;1;1;2;3;1;2763534;2679933;20190605
1711;5;1;1;1;2;3;1;2349157;2479506;20190705
1712;5;1;1;1;2;3;1;2205564;2176677;20190805
1713;5;1;1;1;2;3;1;2772621;2107607;20190905
1714;5;1;1;1;2;3;1;2413865;2794688;20191005
1715;5;1;1;1;2;3;1;2632592;2841943;20191105
1716;5;1;1;1;2;3;1;2509183;2171827;20191205
1717;5;1;1;1;1;5;1;2652356;2336040;20190105
1718;5;1;1;1;1;5;1;2435942;2405410;20190205
1719;5;1;1;1;1;5;1;2655368;2328416;20190305
1720;5;1;1;1;1;5;1;2408619;2090593;20190405
1721;5;1;1;1;1;5;1;2051587;2650504;20190505
1722;5;1;1;1;1;5;1;2349044;2815008;20190605
1723;5;1;1;1;1;5;1;2744321;2886213;20190705
1724;5;1;1;1;1;5;1;2054785;2125315;20190805
1725;5;1;1;1;1;5;1;2637846;2348467;20190905
1726;5;1;1;1;1;5;1;2602102;2573525;20191005
1727;5;1;1;1;1;5;1;2597453;2532020;20191105
1728;5;1;1;1;1;5;1;2426297;2512267;20191205
1729;5;1;1;1;3;4;1;2156656;2214234;20190105
1730;5;1;1;1;3;4;1;2127605;2486191;20190205
1731;5;1;1;1;3;4;1;2176197;2777625;20190305
1732;5;1;1;1;3;4;1;2414907;2158342;20190405
1733;5;1;1;1;3;4;1;2662442;2399569;20190505
1734;5;1;1;1;3;4;1;2307926;2572797;20190605
1735;5;1;1;1;3;4;1;2173620;2491228;20190705
1736;5;1;1;1;3;4;1;2590942;2118403;20190805
1737;5;1;1;1;3;4;1;2556945;2185008;20190905
1738;5;1;1;1;3;4;1;2735085;2900877;20191005
1739;5;1;1;1;3;4;1;2260077;2396667;20191105
1740;5;1;1;1;3;4;1;2884851;2042677;20191205
1741;6;1;1;1;1;1;1;2070677;2500057;20190105
1742;6;1;1;1;1;1;1;2392946;2815572;20190205
1743;6;1;1;1;1;1;1;2059829;2050420;20190305
1744;6;1;1;1;1;1;1;2878637;2865223;20190405
1745;6;1;1;1;1;1;1;2531564;2539977;20190505
1746;6;1;1;1;1;1;1;2616951;2780901;20190605
1747;6;1;1;1;1;1;1;2660162;2119284;20190705
1748;6;1;1;1;1;1;1;2880961;2666387;20190805
1749;6;1;1;1;1;1;1;2550764;2741880;20190905
1750;6;1;1;1;1;1;1;2175986;2653312;20191005
1751;6;1;1;1;1;1;1;2558585;2521049;20191105
1752;6;1;1;1;1;1;1;2498702;2790393;20191205
1753;6;1;1;1;1;2;1;2227613;2937910;20190105
1754;6;1;1;1;1;2;1;2356026;2669752;20190205
1755;6;1;1;1;1;2;1;2493030;2398887;20190305
1756;6;1;1;1;1;2;1;2219419;2739262;20190405
1757;6;1;1;1;1;2;1;2495340;2900216;20190505
1758;6;1;1;1;1;2;1;2290266;2105719;20190605
1759;6;1;1;1;1;2;1;2762915;2723674;20190705
1760;6;1;1;1;1;2;1;2727820;2123821;20190805
1761;6;1;1;1;1;2;1;2304556;2866615;20190905
1762;6;1;1;1;1;2;1;2518186;2779397;20191005
1763;6;1;1;1;1;2;1;2523238;2934187;20191105
1764;6;1;1;1;1;2;1;2831202;2771582;20191205
1765;6;1;1;1;2;3;1;2157012;2759858;20190105
1766;6;1;1;1;2;3;1;2731201;2138509;20190205
1767;6;1;1;1;2;3;1;2402204;2772701;20190305
1768;6;1;1;1;2;3;1;2466840;2157802;20190405
1769;6;1;1;1;2;3;1;2545918;2345446;20190505
1770;6;1;1;1;2;3;1;2755310;2740047;20190605
1771;6;1;1;1;2;3;1;2204314;2868363;20190705
1772;6;1;1;1;2;3;1;2644811;2929061;20190805
1773;6;1;1;1;2;3;1;2917342;2251395;20190905
1774;6;1;1;1;2;3;1;2740008;2881887;20191005
1775;6;1;1;1;2;3;1;2319152;2144122;20191105
1776;6;1;1;1;2;3;1;2497031;2711565;20191205
1777;6;1;1;1;1;5;1;2624113;2445804;20190105
1778;6;1;1;1;1;5;1;2228437;2713897;20190205
1779;6;1;1;1;1;5;1;2496676;2088810;20190305
1780;6;1;1;1;1;5;1;2280320;2430968;20190405
1781;6;1;1;1;1;5;1;2887098;2369758;20190505
1782;6;1;1;1;1;5;1;2712821;2360779;20190605
1783;6;1;1;1;1;5;1;2046023;2131941;20190705
1784;6;1;1;1;1;5;1;2531800;2400792;20190805
1785;6;1;1;1;1;5;1;2903890;2647980;20190905
1786;6;1;1;1;1;5;1;2246297;2265072;20191005
1787;6;1;1;1;1;5;1;2575547;2535571;20191105
1788;6;1;1;1;1;5;1;2870868;2194603;20191205
1789;6;1;1;1;3;4;1;2075172;2608476;20190105
1790;6;1;1;1;3;4;1;2083483;2469529;20190205
1791;6;1;1;1;3;4;1;2710759;2194381;20190305
1792;6;1;1;1;3;4;1;2194313;2619215;20190405
1793;6;1;1;1;3;4;1;2387106;2534912;20190505
1794;6;1;1;1;3;4;1;2655172;2712273;20190605
1795;6;1;1;1;3;4;1;2396380;2868384;20190705
1796;6;1;1;1;3;4;1;2227395;2179259;20190805
1797;6;1;1;1;3;4;1;2147868;2937054;20190905
1798;6;1;1;1;3;4;1;2213537;2583611;20191005
1799;6;1;1;1;3;4;1;2535827;2314755;20191105
1800;6;1;1;1;3;4;1;2121871;2214744;20191205
1801;1;1;1;1;1;1;1;2395196;2187444;20190106
1802;1;1;1;1;1;1;1;2447895;2491555;20190206
1803;1;1;1;1;1;1;1;2127455;2306289;20190306
1804;1;1;1;1;1;1;1;2798996;2828979;20190406
1805;1;1;1;1;1;1;1;2125002;2796441;20190506
1806;1;1;1;1;1;1;1;2814781;2099452;20190606
1807;1;1;1;1;1;1;1;2578355;2900089;20190706
1808;1;1;1;1;1;1;1;2859828;2122178;20190806
1809;1;1;1;1;1;1;1;2069122;2585429;20190906
1810;1;1;1;1;1;1;1;2932576;2709373;20191006
1811;1;1;1;1;1;1;1;2590650;2584840;20191106
1812;1;1;1;1;1;1;1;2763396;2336878;20191206
1813;1;1;1;1;1;2;1;2488314;2238271;20190106
1814;1;1;1;1;1;2;1;2147189;2828361;20190206
1815;1;1;1;1;1;2;1;2581660;2795376;20190306
1816;1;1;1;1;1;2;1;2885572;2624933;20190406
1817;1;1;1;1;1;2;1;2150400;2355930;20190506
1818;1;1;1;1;1;2;1;2461441;2216814;20190606
1819;1;1;1;1;1;2;1;2171637;2386246;20190706
1820;1;1;1;1;1;2;1;2923208;2660348;20190806
1821;1;1;1;1;1;2;1;2066406;2621219;20190906
1822;1;1;1;1;1;2;1;2050270;2896382;20191006
1823;1;1;1;1;1;2;1;2307723;2694811;20191106
1824;1;1;1;1;1;2;1;2937415;2475358;20191206
1825;1;1;1;1;2;3;1;2466124;2109858;20190106
1826;1;1;1;1;2;3;1;2935230;2328643;20190206
1827;1;1;1;1;2;3;1;2372921;2187091;20190306
1828;1;1;1;1;2;3;1;2436093;2561182;20190406
1829;1;1;1;1;2;3;1;2881504;2236618;20190506
1830;1;1;1;1;2;3;1;2420113;2814096;20190606
1831;1;1;1;1;2;3;1;2329622;2720081;20190706
1832;1;1;1;1;2;3;1;2632324;2328425;20190806
1833;1;1;1;1;2;3;1;2526449;2186926;20190906
1834;1;1;1;1;2;3;1;2294803;2640248;20191006
1835;1;1;1;1;2;3;1;2336152;2223221;20191106
1836;1;1;1;1;2;3;1;2736917;2842096;20191206
1837;1;1;1;1;3;5;1;2248211;2322518;20190106
1838;1;1;1;1;3;5;1;2822261;2057476;20190206
1839;1;1;1;1;3;5;1;2575236;2211518;20190306
1840;1;1;1;1;3;5;1;2724014;2246820;20190406
1841;1;1;1;1;3;5;1;2782093;2879711;20190506
1842;1;1;1;1;3;5;1;2591833;2875749;20190606
1843;1;1;1;1;3;5;1;2595124;2283748;20190706
1844;1;1;1;1;3;5;1;2561830;2075637;20190806
1845;1;1;1;1;3;5;1;2910853;2510328;20190906
1846;1;1;1;1;3;5;1;2209530;2788528;20191006
1847;1;1;1;1;3;5;1;2624933;2167672;20191106
1848;1;1;1;1;3;5;1;2852024;2115058;20191206
1849;1;1;1;1;4;4;1;2371521;2393808;20190106
1850;1;1;1;1;4;4;1;2390949;2261587;20190206
1851;1;1;1;1;4;4;1;2468580;2926159;20190306
1852;1;1;1;1;4;4;1;2550726;2913884;20190406
1853;1;1;1;1;4;4;1;2896674;2872931;20190506
1854;1;1;1;1;4;4;1;2867035;2138302;20190606
1855;1;1;1;1;4;4;1;2855730;2825524;20190706
1856;1;1;1;1;4;4;1;2100080;2285091;20190806
1857;1;1;1;1;4;4;1;2290846;2873850;20190906
1858;1;1;1;1;4;4;1;2057617;2451423;20191006
1859;1;1;1;1;4;4;1;2320765;2670155;20191106
1860;1;1;1;1;4;4;1;2746822;2348409;20191206
1861;2;1;1;1;1;1;1;2726706;2737314;20190106
1862;2;1;1;1;1;1;1;2865913;2835577;20190206
1863;2;1;1;1;1;1;1;2937148;2290910;20190306
1864;2;1;1;1;1;1;1;2196278;2259185;20190406
1865;2;1;1;1;1;1;1;2929259;2132024;20190506
1866;2;1;1;1;1;1;1;2479082;2128296;20190606
1867;2;1;1;1;1;1;1;2882676;2831478;20190706
1868;2;1;1;1;1;1;1;2107707;2531146;20190806
1869;2;1;1;1;1;1;1;2604527;2239482;20190906
1870;2;1;1;1;1;1;1;2798263;2223970;20191006
1871;2;1;1;1;1;1;1;2248501;2443265;20191106
1872;2;1;1;1;1;1;1;2670344;2189615;20191206
1873;2;1;1;1;1;2;1;2165528;2823990;20190106
1874;2;1;1;1;1;2;1;2178301;2209309;20190206
1875;2;1;1;1;1;2;1;2784524;2485209;20190306
1876;2;1;1;1;1;2;1;2218163;2131710;20190406
1877;2;1;1;1;1;2;1;2226568;2431736;20190506
1878;2;1;1;1;1;2;1;2135941;2833266;20190606
1879;2;1;1;1;1;2;1;2164812;2444880;20190706
1880;2;1;1;1;1;2;1;2923163;2359596;20190806
1881;2;1;1;1;1;2;1;2426300;2500532;20190906
1882;2;1;1;1;1;2;1;2723906;2124677;20191006
1883;2;1;1;1;1;2;1;2613234;2719860;20191106
1884;2;1;1;1;1;2;1;2782977;2335400;20191206
1885;2;1;1;1;2;3;1;2077965;2101530;20190106
1886;2;1;1;1;2;3;1;2538185;2783182;20190206
1887;2;1;1;1;2;3;1;2637202;2427190;20190306
1888;2;1;1;1;2;3;1;2914395;2678645;20190406
1889;2;1;1;1;2;3;1;2139117;2724061;20190506
1890;2;1;1;1;2;3;1;2756087;2252223;20190606
1891;2;1;1;1;2;3;1;2809468;2489112;20190706
1892;2;1;1;1;2;3;1;2339174;2747698;20190806
1893;2;1;1;1;2;3;1;2699212;2514810;20190906
1894;2;1;1;1;2;3;1;2594751;2700534;20191006
1895;2;1;1;1;2;3;1;2615527;2534426;20191106
1896;2;1;1;1;2;3;1;2380985;2810647;20191206
1897;2;1;1;1;1;5;1;2526315;2798790;20190106
1898;2;1;1;1;1;5;1;2495029;2353943;20190206
1899;2;1;1;1;1;5;1;2445435;2254556;20190306
1900;2;1;1;1;1;5;1;2571043;2180019;20190406
1901;2;1;1;1;1;5;1;2672481;2072457;20190506
1902;2;1;1;1;1;5;1;2257749;2338422;20190606
1903;2;1;1;1;1;5;1;2076200;2655536;20190706
1904;2;1;1;1;1;5;1;2463674;2511090;20190806
1905;2;1;1;1;1;5;1;2414469;2608890;20190906
1906;2;1;1;1;1;5;1;2188462;2384092;20191006
1907;2;1;1;1;1;5;1;2203227;2923629;20191106
1908;2;1;1;1;1;5;1;2148000;2631957;20191206
1909;2;1;1;1;3;4;1;2441978;2461758;20190106
1910;2;1;1;1;3;4;1;2425176;2352880;20190206
1911;2;1;1;1;3;4;1;2088751;2267905;20190306
1912;2;1;1;1;3;4;1;2148772;2471622;20190406
1913;2;1;1;1;3;4;1;2854839;2186419;20190506
1914;2;1;1;1;3;4;1;2542557;2475091;20190606
1915;2;1;1;1;3;4;1;2459386;2153076;20190706
1916;2;1;1;1;3;4;1;2790217;2844404;20190806
1917;2;1;1;1;3;4;1;2870671;2131298;20190906
1918;2;1;1;1;3;4;1;2797816;2521632;20191006
1919;2;1;1;1;3;4;1;2771597;2109531;20191106
1920;2;1;1;1;3;4;1;2078094;2286936;20191206
1921;3;1;1;1;1;1;1;2402379;2861013;20190106
1922;3;1;1;1;1;1;1;2563136;2177108;20190206
1923;3;1;1;1;1;1;1;2700464;2100163;20190306
1924;3;1;1;1;1;1;1;2394579;2611267;20190406
1925;3;1;1;1;1;1;1;2565042;2185240;20190506
1926;3;1;1;1;1;1;1;2190406;2870590;20190606
1927;3;1;1;1;1;1;1;2510197;2137383;20190706
1928;3;1;1;1;1;1;1;2573954;2600713;20190806
1929;3;1;1;1;1;1;1;2081566;2472310;20190906
1930;3;1;1;1;1;1;1;2782564;2573028;20191006
1931;3;1;1;1;1;1;1;2420360;2725155;20191106
1932;3;1;1;1;1;1;1;2567503;2671357;20191206
1933;3;1;1;1;1;2;1;2418195;2347513;20190106
1934;3;1;1;1;1;2;1;2906520;2801436;20190206
1935;3;1;1;1;1;2;1;2397260;2181874;20190306
1936;3;1;1;1;1;2;1;2165343;2256284;20190406
1937;3;1;1;1;1;2;1;2517714;2567311;20190506
1938;3;1;1;1;1;2;1;2736473;2194826;20190606
1939;3;1;1;1;1;2;1;2531499;2908906;20190706
1940;3;1;1;1;1;2;1;2099336;2817979;20190806
1941;3;1;1;1;1;2;1;2617679;2781142;20190906
1942;3;1;1;1;1;2;1;2196249;2682054;20191006
1943;3;1;1;1;1;2;1;2895630;2411863;20191106
1944;3;1;1;1;1;2;1;2285738;2173375;20191206
1945;3;1;1;1;2;3;1;2294256;2915108;20190106
1946;3;1;1;1;2;3;1;2872070;2802623;20190206
1947;3;1;1;1;2;3;1;2879352;2208575;20190306
1948;3;1;1;1;2;3;1;2714521;2102997;20190406
1949;3;1;1;1;2;3;1;2280960;2515904;20190506
1950;3;1;1;1;2;3;1;2521295;2778904;20190606
1951;3;1;1;1;2;3;1;2652346;2310825;20190706
